"index","confidence","hypo_step","max_arm_length","num_threads"
1352,14,3,11,8
1353,14,3,11,9
1354,14,3,11,10
1355,14,3,11,11
1356,14,3,11,12
1357,14,3,11,13
1358,14,3,11,14
1359,14,3,11,15
1360,14,3,11,16
1361,14,3,11,17
1362,14,3,11,18
1363,14,3,11,19
1364,14,3,11,20
1365,14,3,11,21
1366,14,3,11,22
1367,14,3,11,23
1368,14,3,11,24
1369,14,3,11,25
1370,14,3,11,26
1371,14,3,11,27
1372,14,3,11,28
1373,14,3,11,29
1374,14,3,11,30
1375,14,3,11,31
1376,14,3,11,32
1377,14,3,12,1
1378,14,3,12,2
1379,14,3,12,3
1380,14,3,12,4
1381,14,3,12,5
1382,14,3,12,6
1383,14,3,12,7
1384,14,3,12,8
1385,14,3,12,9
1386,14,3,12,10
1387,14,3,12,11
1388,14,3,12,12
1389,14,3,12,13
1390,14,3,12,14
1391,14,3,12,15
1392,14,3,12,16
1393,14,3,12,17
1394,14,3,12,18
1395,14,3,12,19
1396,14,3,12,20
1397,14,3,12,21
1398,14,3,12,22
1399,14,3,12,23
1400,14,3,12,24
1401,14,3,12,25
1402,14,3,12,26
1403,14,3,12,27
1404,14,3,12,28
1405,14,3,12,29
1406,14,3,12,30
1407,14,3,12,31
1408,14,3,12,32
1409,14,3,13,1
1410,14,3,13,2
1411,14,3,13,3
1412,14,3,13,4
1413,14,3,13,5
1414,14,3,13,6
1415,14,3,13,7
1416,14,3,13,8
1417,14,3,13,9
1418,14,3,13,10
1419,14,3,13,11
1420,14,3,13,12
1421,14,3,13,13
1422,14,3,13,14
1423,14,3,13,15
1424,14,3,13,16
1425,14,3,13,17
1426,14,3,13,18
1427,14,3,13,19
1428,14,3,13,20
1429,14,3,13,21
1430,14,3,13,22
1431,14,3,13,23
1432,14,3,13,24
1433,14,3,13,25
1434,14,3,13,26
1435,14,3,13,27
1436,14,3,13,28
1437,14,3,13,29
1438,14,3,13,30
1439,14,3,13,31
1440,14,3,13,32
1441,14,3,14,1
1442,14,3,14,2
1443,14,3,14,3
1444,14,3,14,4
1445,14,3,14,5
1446,14,3,14,6
1447,14,3,14,7
1448,14,3,14,8
1449,14,3,14,9
1450,14,3,14,10
1451,14,3,14,11
1452,14,3,14,12
1453,14,3,14,13
1454,14,3,14,14
1455,14,3,14,15
1456,14,3,14,16
1457,14,3,14,17
1458,14,3,14,18
1459,14,3,14,19
1460,14,3,14,20
1461,14,3,14,21
1462,14,3,14,22
1463,14,3,14,23
1464,14,3,14,24
1465,14,3,14,25
1466,14,3,14,26
1467,14,3,14,27
1468,14,3,14,28
1469,14,3,14,29
1470,14,3,14,30
1471,14,3,14,31
1472,14,3,14,32
1473,14,3,15,1
1474,14,3,15,2
1475,14,3,15,3
1476,14,3,15,4
1477,14,3,15,5
1478,14,3,15,6
1479,14,3,15,7
1480,14,3,15,8
1481,14,3,15,9
1482,14,3,15,10
1483,14,3,15,11
1484,14,3,15,12
1485,14,3,15,13
1486,14,3,15,14
1487,14,3,15,15
1488,14,3,15,16
1489,14,3,15,17
1490,14,3,15,18
1491,14,3,15,19
1492,14,3,15,20
1493,14,3,15,21
1494,14,3,15,22
1495,14,3,15,23
1496,14,3,15,24
1497,14,3,15,25
1498,14,3,15,26
1499,14,3,15,27
1500,14,3,15,28
1501,14,3,15,29
1502,14,3,15,30
1503,14,3,15,31
1504,14,3,15,32
1505,14,3,16,1
1506,14,3,16,2
1507,14,3,16,3
1508,14,3,16,4
1509,14,3,16,5
1510,14,3,16,6
1511,14,3,16,7
1512,14,3,16,8
1513,14,3,16,9
1514,14,3,16,10
1515,14,3,16,11
1516,14,3,16,12
1517,14,3,16,13
1518,14,3,16,14
1519,14,3,16,15
1520,14,3,16,16
1521,14,3,16,17
1522,14,3,16,18
1523,14,3,16,19
1524,14,3,16,20
1525,14,3,16,21
1526,14,3,16,22
1527,14,3,16,23
1528,14,3,16,24
1529,14,3,16,25
1530,14,3,16,26
1531,14,3,16,27
1532,14,3,16,28
1533,14,3,16,29
1534,14,3,16,30
1535,14,3,16,31
1536,14,3,16,32
1537,24,1,1,1
1538,24,1,1,2
1539,24,1,1,3
1540,24,1,1,4
1541,24,1,1,5
1542,24,1,1,6
1543,24,1,1,7
1544,24,1,1,8
1545,24,1,1,9
1546,24,1,1,10
1547,24,1,1,11
1548,24,1,1,12
1549,24,1,1,13
1550,24,1,1,14
1551,24,1,1,15
1552,24,1,1,16
1553,24,1,1,17
1554,24,1,1,18
1555,24,1,1,19
1556,24,1,1,20
1557,24,1,1,21
1558,24,1,1,22
1559,24,1,1,23
1560,24,1,1,24
1561,24,1,1,25
1562,24,1,1,26
1563,24,1,1,27
1564,24,1,1,28
1565,24,1,1,29
1566,24,1,1,30
1567,24,1,1,31
1568,24,1,1,32
1569,24,1,2,1
1570,24,1,2,2
1571,24,1,2,3
1572,24,1,2,4
1573,24,1,2,5
1574,24,1,2,6
1575,24,1,2,7
1576,24,1,2,8
1577,24,1,2,9
1578,24,1,2,10
1579,24,1,2,11
1580,24,1,2,12
1581,24,1,2,13
1582,24,1,2,14
1583,24,1,2,15
1584,24,1,2,16
1585,24,1,2,17
1586,24,1,2,18
1587,24,1,2,19
1588,24,1,2,20
1589,24,1,2,21
1590,24,1,2,22
1591,24,1,2,23
1592,24,1,2,24
1593,24,1,2,25
1594,24,1,2,26
1595,24,1,2,27
1596,24,1,2,28
1597,24,1,2,29
1598,24,1,2,30
1599,24,1,2,31
1600,24,1,2,32
1601,24,1,3,1
1602,24,1,3,2
1603,24,1,3,3
1604,24,1,3,4
1605,24,1,3,5
1606,24,1,3,6
1607,24,1,3,7
1608,24,1,3,8
1609,24,1,3,9
1610,24,1,3,10
1611,24,1,3,11
1612,24,1,3,12
1613,24,1,3,13
1614,24,1,3,14
1615,24,1,3,15
1616,24,1,3,16
1617,24,1,3,17
1618,24,1,3,18
1619,24,1,3,19
1620,24,1,3,20
1621,24,1,3,21
1622,24,1,3,22
1623,24,1,3,23
1624,24,1,3,24
1625,24,1,3,25
1626,24,1,3,26
1627,24,1,3,27
1628,24,1,3,28
1629,24,1,3,29
1630,24,1,3,30
1631,24,1,3,31
1632,24,1,3,32
1633,24,1,4,1
1634,24,1,4,2
1635,24,1,4,3
1636,24,1,4,4
1637,24,1,4,5
1638,24,1,4,6
1639,24,1,4,7
1640,24,1,4,8
1641,24,1,4,9
1642,24,1,4,10
1643,24,1,4,11
1644,24,1,4,12
1645,24,1,4,13
1646,24,1,4,14
1647,24,1,4,15
1648,24,1,4,16
1649,24,1,4,17
1650,24,1,4,18
1651,24,1,4,19
1652,24,1,4,20
1653,24,1,4,21
1654,24,1,4,22
1655,24,1,4,23
1656,24,1,4,24
1657,24,1,4,25
1658,24,1,4,26
1659,24,1,4,27
1660,24,1,4,28
1661,24,1,4,29
1662,24,1,4,30
1663,24,1,4,31
1664,24,1,4,32
1665,24,1,5,1
1666,24,1,5,2
1667,24,1,5,3
1668,24,1,5,4
1669,24,1,5,5
1670,24,1,5,6
1671,24,1,5,7
1672,24,1,5,8
1673,24,1,5,9
1674,24,1,5,10
1675,24,1,5,11
1676,24,1,5,12
1677,24,1,5,13
1678,24,1,5,14
1679,24,1,5,15
1680,24,1,5,16
1681,24,1,5,17
1682,24,1,5,18
1683,24,1,5,19
1684,24,1,5,20
1685,24,1,5,21
1686,24,1,5,22
1687,24,1,5,23
1688,24,1,5,24
1689,24,1,5,25
1690,24,1,5,26
1691,24,1,5,27
1692,24,1,5,28
1693,24,1,5,29
1694,24,1,5,30
1695,24,1,5,31
1696,24,1,5,32
1697,24,1,6,1
1698,24,1,6,2
1699,24,1,6,3
1700,24,1,6,4
1701,24,1,6,5
1702,24,1,6,6
1703,24,1,6,7
1704,24,1,6,8
1705,24,1,6,9
1706,24,1,6,10
1707,24,1,6,11
1708,24,1,6,12
1709,24,1,6,13
1710,24,1,6,14
1711,24,1,6,15
1712,24,1,6,16
1713,24,1,6,17
1714,24,1,6,18
1715,24,1,6,19
1716,24,1,6,20
1717,24,1,6,21
1718,24,1,6,22
1719,24,1,6,23
1720,24,1,6,24
1721,24,1,6,25
1722,24,1,6,26
1723,24,1,6,27
1724,24,1,6,28
1725,24,1,6,29
1726,24,1,6,30
1727,24,1,6,31
1728,24,1,6,32
1729,24,1,7,1
1730,24,1,7,2
1731,24,1,7,3
1732,24,1,7,4
1733,24,1,7,5
1734,24,1,7,6
1735,24,1,7,7
1736,24,1,7,8
1737,24,1,7,9
1738,24,1,7,10
1739,24,1,7,11
1740,24,1,7,12
1741,24,1,7,13
1742,24,1,7,14
1743,24,1,7,15
1744,24,1,7,16
1745,24,1,7,17
1746,24,1,7,18
1747,24,1,7,19
1748,24,1,7,20
1749,24,1,7,21
1750,24,1,7,22
1751,24,1,7,23
1752,24,1,7,24
1753,24,1,7,25
1754,24,1,7,26
1755,24,1,7,27
1756,24,1,7,28
1757,24,1,7,29
1758,24,1,7,30
1759,24,1,7,31
1760,24,1,7,32
1761,24,1,8,1
1762,24,1,8,2
1763,24,1,8,3
1764,24,1,8,4
1765,24,1,8,5
1766,24,1,8,6
1767,24,1,8,7
1768,24,1,8,8
1769,24,1,8,9
1770,24,1,8,10
1771,24,1,8,11
1772,24,1,8,12
1773,24,1,8,13
1774,24,1,8,14
1775,24,1,8,15
1776,24,1,8,16
1777,24,1,8,17
1778,24,1,8,18
1779,24,1,8,19
1780,24,1,8,20
1781,24,1,8,21
1782,24,1,8,22
1783,24,1,8,23
1784,24,1,8,24
1785,24,1,8,25
1786,24,1,8,26
1787,24,1,8,27
1788,24,1,8,28
1789,24,1,8,29
1790,24,1,8,30
1791,24,1,8,31
1792,24,1,8,32
1793,24,1,9,1
1794,24,1,9,2
1795,24,1,9,3
1796,24,1,9,4
1797,24,1,9,5
1798,24,1,9,6
1799,24,1,9,7
1800,24,1,9,8
1801,24,1,9,9
1802,24,1,9,10
1803,24,1,9,11
1804,24,1,9,12
1805,24,1,9,13
1806,24,1,9,14
1807,24,1,9,15
1808,24,1,9,16
1809,24,1,9,17
1810,24,1,9,18
1811,24,1,9,19
1812,24,1,9,20
1813,24,1,9,21
1814,24,1,9,22
1815,24,1,9,23
1816,24,1,9,24
1817,24,1,9,25
1818,24,1,9,26
1819,24,1,9,27
1820,24,1,9,28
1821,24,1,9,29
1822,24,1,9,30
1823,24,1,9,31
1824,24,1,9,32
1825,24,1,10,1
1826,24,1,10,2
1827,24,1,10,3
1828,24,1,10,4
1829,24,1,10,5
1830,24,1,10,6
1831,24,1,10,7
1832,24,1,10,8
1833,24,1,10,9
1834,24,1,10,10
1835,24,1,10,11
1836,24,1,10,12
1837,24,1,10,13
1838,24,1,10,14
1839,24,1,10,15
1840,24,1,10,16
1841,24,1,10,17
1842,24,1,10,18
1843,24,1,10,19
1844,24,1,10,20
1845,24,1,10,21
1846,24,1,10,22
1847,24,1,10,23
1848,24,1,10,24
1849,24,1,10,25
1850,24,1,10,26
1851,24,1,10,27
1852,24,1,10,28
1853,24,1,10,29
1854,24,1,10,30
1855,24,1,10,31
1856,24,1,10,32
1857,24,1,11,1
1858,24,1,11,2
1859,24,1,11,3
1860,24,1,11,4
1861,24,1,11,5
1862,24,1,11,6
1863,24,1,11,7
1864,24,1,11,8
1865,24,1,11,9
1866,24,1,11,10
1867,24,1,11,11
1868,24,1,11,12
1869,24,1,11,13
1870,24,1,11,14
1871,24,1,11,15
1872,24,1,11,16
1873,24,1,11,17
1874,24,1,11,18
1875,24,1,11,19
1876,24,1,11,20
1877,24,1,11,21
1878,24,1,11,22
1879,24,1,11,23
1880,24,1,11,24
1881,24,1,11,25
1882,24,1,11,26
1883,24,1,11,27
1884,24,1,11,28
1885,24,1,11,29
1886,24,1,11,30
1887,24,1,11,31
1888,24,1,11,32
1889,24,1,12,1
1890,24,1,12,2
1891,24,1,12,3
1892,24,1,12,4
1893,24,1,12,5
1894,24,1,12,6
1895,24,1,12,7
1896,24,1,12,8
1897,24,1,12,9
1898,24,1,12,10
1899,24,1,12,11
1900,24,1,12,12
1901,24,1,12,13
1902,24,1,12,14
1903,24,1,12,15
1904,24,1,12,16
1905,24,1,12,17
1906,24,1,12,18
1907,24,1,12,19
1908,24,1,12,20
1909,24,1,12,21
1910,24,1,12,22
1911,24,1,12,23
1912,24,1,12,24
1913,24,1,12,25
1914,24,1,12,26
1915,24,1,12,27
1916,24,1,12,28
1917,24,1,12,29
1918,24,1,12,30
1919,24,1,12,31
1920,24,1,12,32
1921,24,1,13,1
1922,24,1,13,2
1923,24,1,13,3
1924,24,1,13,4
1925,24,1,13,5
1926,24,1,13,6
1927,24,1,13,7
1928,24,1,13,8
1929,24,1,13,9
1930,24,1,13,10
1931,24,1,13,11
1932,24,1,13,12
1933,24,1,13,13
1934,24,1,13,14
1935,24,1,13,15
1936,24,1,13,16
1937,24,1,13,17
1938,24,1,13,18
1939,24,1,13,19
1940,24,1,13,20
1941,24,1,13,21
1942,24,1,13,22
1943,24,1,13,23
1944,24,1,13,24
1945,24,1,13,25
1946,24,1,13,26
1947,24,1,13,27
1948,24,1,13,28
1949,24,1,13,29
1950,24,1,13,30
1951,24,1,13,31
1952,24,1,13,32
1953,24,1,14,1
1954,24,1,14,2
1955,24,1,14,3
1956,24,1,14,4
1957,24,1,14,5
1958,24,1,14,6
1959,24,1,14,7
1960,24,1,14,8
1961,24,1,14,9
1962,24,1,14,10
1963,24,1,14,11
1964,24,1,14,12
1965,24,1,14,13
1966,24,1,14,14
1967,24,1,14,15
1968,24,1,14,16
1969,24,1,14,17
1970,24,1,14,18
1971,24,1,14,19
1972,24,1,14,20
1973,24,1,14,21
1974,24,1,14,22
1975,24,1,14,23
1976,24,1,14,24
1977,24,1,14,25
1978,24,1,14,26
1979,24,1,14,27
1980,24,1,14,28
1981,24,1,14,29
1982,24,1,14,30
1983,24,1,14,31
1984,24,1,14,32
1985,24,1,15,1
1986,24,1,15,2
1987,24,1,15,3
1988,24,1,15,4
1989,24,1,15,5
1990,24,1,15,6
1991,24,1,15,7
1992,24,1,15,8
1993,24,1,15,9
1994,24,1,15,10
1995,24,1,15,11
1996,24,1,15,12
1997,24,1,15,13
1998,24,1,15,14
1999,24,1,15,15
2000,24,1,15,16
2001,24,1,15,17
2002,24,1,15,18
2003,24,1,15,19
2004,24,1,15,20
2005,24,1,15,21
2006,24,1,15,22
2007,24,1,15,23
2008,24,1,15,24
2009,24,1,15,25
2010,24,1,15,26
2011,24,1,15,27
2012,24,1,15,28
2013,24,1,15,29
2014,24,1,15,30
2015,24,1,15,31
2016,24,1,15,32
2017,24,1,16,1
2018,24,1,16,2
2019,24,1,16,3
2020,24,1,16,4
2021,24,1,16,5
2022,24,1,16,6
2023,24,1,16,7
2024,24,1,16,8
2025,24,1,16,9
2026,24,1,16,10
2027,24,1,16,11
2028,24,1,16,12
2029,24,1,16,13
2030,24,1,16,14
2031,24,1,16,15
2032,24,1,16,16
2033,24,1,16,17
2034,24,1,16,18
2035,24,1,16,19
2036,24,1,16,20
2037,24,1,16,21
2038,24,1,16,22
2039,24,1,16,23
2040,24,1,16,24
2041,24,1,16,25
2042,24,1,16,26
2043,24,1,16,27
2044,24,1,16,28
2045,24,1,16,29
2046,24,1,16,30
2047,24,1,16,31
2048,24,1,16,32
2049,24,2,1,1
2050,24,2,1,2
2051,24,2,1,3
2052,24,2,1,4
2053,24,2,1,5
2054,24,2,1,6
2055,24,2,1,7
2056,24,2,1,8
2057,24,2,1,9
2058,24,2,1,10
2059,24,2,1,11
2060,24,2,1,12
2061,24,2,1,13
2062,24,2,1,14
2063,24,2,1,15
2064,24,2,1,16
2065,24,2,1,17
2066,24,2,1,18
2067,24,2,1,19
2068,24,2,1,20
2069,24,2,1,21
2070,24,2,1,22
2071,24,2,1,23
2072,24,2,1,24
2073,24,2,1,25
2074,24,2,1,26
2075,24,2,1,27
2076,24,2,1,28
2077,24,2,1,29
2078,24,2,1,30
2079,24,2,1,31
2080,24,2,1,32
2081,24,2,2,1
2082,24,2,2,2
2083,24,2,2,3
2084,24,2,2,4
2085,24,2,2,5
2086,24,2,2,6
2087,24,2,2,7
2088,24,2,2,8
2089,24,2,2,9
2090,24,2,2,10
2091,24,2,2,11
2092,24,2,2,12
2093,24,2,2,13
2094,24,2,2,14
2095,24,2,2,15
2096,24,2,2,16
2097,24,2,2,17
2098,24,2,2,18
2099,24,2,2,19
2100,24,2,2,20
2101,24,2,2,21
2102,24,2,2,22
2103,24,2,2,23
2104,24,2,2,24
2105,24,2,2,25
2106,24,2,2,26
2107,24,2,2,27
2108,24,2,2,28
2109,24,2,2,29
2110,24,2,2,30
2111,24,2,2,31
2112,24,2,2,32
2113,24,2,3,1
2114,24,2,3,2
2115,24,2,3,3
2116,24,2,3,4
2117,24,2,3,5
2118,24,2,3,6
2119,24,2,3,7
2120,24,2,3,8
2121,24,2,3,9
2122,24,2,3,10
2123,24,2,3,11
2124,24,2,3,12
2125,24,2,3,13
2126,24,2,3,14
2127,24,2,3,15
2128,24,2,3,16
2129,24,2,3,17
2130,24,2,3,18
2131,24,2,3,19
2132,24,2,3,20
2133,24,2,3,21
2134,24,2,3,22
2135,24,2,3,23
2136,24,2,3,24
2137,24,2,3,25
2138,24,2,3,26
2139,24,2,3,27
2140,24,2,3,28
2141,24,2,3,29
2142,24,2,3,30
2143,24,2,3,31
2144,24,2,3,32
2145,24,2,4,1
2146,24,2,4,2
2147,24,2,4,3
2148,24,2,4,4
2149,24,2,4,5
2150,24,2,4,6
2151,24,2,4,7
2152,24,2,4,8
2153,24,2,4,9
2154,24,2,4,10
2155,24,2,4,11
2156,24,2,4,12
2157,24,2,4,13
2158,24,2,4,14
2159,24,2,4,15
2160,24,2,4,16
2161,24,2,4,17
2162,24,2,4,18
2163,24,2,4,19
2164,24,2,4,20
2165,24,2,4,21
2166,24,2,4,22
2167,24,2,4,23
2168,24,2,4,24
2169,24,2,4,25
2170,24,2,4,26
2171,24,2,4,27
2172,24,2,4,28
2173,24,2,4,29
2174,24,2,4,30
2175,24,2,4,31
2176,24,2,4,32
2177,24,2,5,1
2178,24,2,5,2
2179,24,2,5,3
2180,24,2,5,4
2181,24,2,5,5
2182,24,2,5,6
2183,24,2,5,7
2184,24,2,5,8
2185,24,2,5,9
2186,24,2,5,10
2187,24,2,5,11
2188,24,2,5,12
2189,24,2,5,13
2190,24,2,5,14
2191,24,2,5,15
2192,24,2,5,16
2193,24,2,5,17
2194,24,2,5,18
2195,24,2,5,19
2196,24,2,5,20
2197,24,2,5,21
2198,24,2,5,22
2199,24,2,5,23
2200,24,2,5,24
2201,24,2,5,25
2202,24,2,5,26
2203,24,2,5,27
2204,24,2,5,28
2205,24,2,5,29
2206,24,2,5,30
2207,24,2,5,31
2208,24,2,5,32
2209,24,2,6,1
2210,24,2,6,2
2211,24,2,6,3
2212,24,2,6,4
2213,24,2,6,5
2214,24,2,6,6
2215,24,2,6,7
2216,24,2,6,8
2217,24,2,6,9
2218,24,2,6,10
2219,24,2,6,11
2220,24,2,6,12
2221,24,2,6,13
2222,24,2,6,14
2223,24,2,6,15
2224,24,2,6,16
2225,24,2,6,17
2226,24,2,6,18
2227,24,2,6,19
2228,24,2,6,20
2229,24,2,6,21
2230,24,2,6,22
2231,24,2,6,23
2232,24,2,6,24
2233,24,2,6,25
2234,24,2,6,26
2235,24,2,6,27
2236,24,2,6,28
2237,24,2,6,29
2238,24,2,6,30
2239,24,2,6,31
2240,24,2,6,32
2241,24,2,7,1
2242,24,2,7,2
2243,24,2,7,3
2244,24,2,7,4
2245,24,2,7,5
2246,24,2,7,6
2247,24,2,7,7
2248,24,2,7,8
2249,24,2,7,9
2250,24,2,7,10
2251,24,2,7,11
2252,24,2,7,12
2253,24,2,7,13
2254,24,2,7,14
2255,24,2,7,15
2256,24,2,7,16
2257,24,2,7,17
2258,24,2,7,18
2259,24,2,7,19
2260,24,2,7,20
2261,24,2,7,21
2262,24,2,7,22
2263,24,2,7,23
2264,24,2,7,24
2265,24,2,7,25
2266,24,2,7,26
2267,24,2,7,27
2268,24,2,7,28
2269,24,2,7,29
2270,24,2,7,30
2271,24,2,7,31
2272,24,2,7,32
2273,24,2,8,1
2274,24,2,8,2
2275,24,2,8,3
2276,24,2,8,4
2277,24,2,8,5
2278,24,2,8,6
2279,24,2,8,7
2280,24,2,8,8
2281,24,2,8,9
2282,24,2,8,10
2283,24,2,8,11
2284,24,2,8,12
2285,24,2,8,13
2286,24,2,8,14
2287,24,2,8,15
2288,24,2,8,16
2289,24,2,8,17
2290,24,2,8,18
2291,24,2,8,19
2292,24,2,8,20
2293,24,2,8,21
2294,24,2,8,22
2295,24,2,8,23
2296,24,2,8,24
2297,24,2,8,25
2298,24,2,8,26
2299,24,2,8,27
2300,24,2,8,28
2301,24,2,8,29
2302,24,2,8,30
2303,24,2,8,31
2304,24,2,8,32
2305,24,2,9,1
2306,24,2,9,2
2307,24,2,9,3
2308,24,2,9,4
2309,24,2,9,5
2310,24,2,9,6
2311,24,2,9,7
2312,24,2,9,8
2313,24,2,9,9
2314,24,2,9,10
2315,24,2,9,11
2316,24,2,9,12
2317,24,2,9,13
2318,24,2,9,14
2319,24,2,9,15
2320,24,2,9,16
2321,24,2,9,17
2322,24,2,9,18
2323,24,2,9,19
2324,24,2,9,20
2325,24,2,9,21
2326,24,2,9,22
2327,24,2,9,23
2328,24,2,9,24
2329,24,2,9,25
2330,24,2,9,26
2331,24,2,9,27
2332,24,2,9,28
2333,24,2,9,29
2334,24,2,9,30
2335,24,2,9,31
2336,24,2,9,32
2337,24,2,10,1
2338,24,2,10,2
2339,24,2,10,3
2340,24,2,10,4
2341,24,2,10,5
2342,24,2,10,6
2343,24,2,10,7
2344,24,2,10,8
2345,24,2,10,9
2346,24,2,10,10
2347,24,2,10,11
2348,24,2,10,12
2349,24,2,10,13
2350,24,2,10,14
2351,24,2,10,15
2352,24,2,10,16
2353,24,2,10,17
2354,24,2,10,18
2355,24,2,10,19
2356,24,2,10,20
2357,24,2,10,21
2358,24,2,10,22
2359,24,2,10,23
2360,24,2,10,24
2361,24,2,10,25
2362,24,2,10,26
2363,24,2,10,27
2364,24,2,10,28
2365,24,2,10,29
2366,24,2,10,30
2367,24,2,10,31
2368,24,2,10,32
2369,24,2,11,1
2370,24,2,11,2
2371,24,2,11,3
2372,24,2,11,4
2373,24,2,11,5
2374,24,2,11,6
2375,24,2,11,7
2376,24,2,11,8
2377,24,2,11,9
2378,24,2,11,10
2379,24,2,11,11
2380,24,2,11,12
2381,24,2,11,13
2382,24,2,11,14
2383,24,2,11,15
2384,24,2,11,16
2385,24,2,11,17
2386,24,2,11,18
2387,24,2,11,19
2388,24,2,11,20
2389,24,2,11,21
2390,24,2,11,22
2391,24,2,11,23
2392,24,2,11,24
2393,24,2,11,25
2394,24,2,11,26
2395,24,2,11,27
2396,24,2,11,28
2397,24,2,11,29
2398,24,2,11,30
2399,24,2,11,31
2400,24,2,11,32
2401,24,2,12,1
2402,24,2,12,2
2403,24,2,12,3
2404,24,2,12,4
2405,24,2,12,5
2406,24,2,12,6
2407,24,2,12,7
2408,24,2,12,8
2409,24,2,12,9
2410,24,2,12,10
2411,24,2,12,11
2412,24,2,12,12
2413,24,2,12,13
2414,24,2,12,14
2415,24,2,12,15
2416,24,2,12,16
2417,24,2,12,17
2418,24,2,12,18
2419,24,2,12,19
2420,24,2,12,20
2421,24,2,12,21
2422,24,2,12,22
2423,24,2,12,23
2424,24,2,12,24
2425,24,2,12,25
2426,24,2,12,26
2427,24,2,12,27
2428,24,2,12,28
2429,24,2,12,29
2430,24,2,12,30
2431,24,2,12,31
2432,24,2,12,32
2433,24,2,13,1
2434,24,2,13,2
2435,24,2,13,3
2436,24,2,13,4
2437,24,2,13,5
2438,24,2,13,6
2439,24,2,13,7
2440,24,2,13,8
2441,24,2,13,9
2442,24,2,13,10
2443,24,2,13,11
2444,24,2,13,12
2445,24,2,13,13
2446,24,2,13,14
2447,24,2,13,15
2448,24,2,13,16
2449,24,2,13,17
2450,24,2,13,18
2451,24,2,13,19
2452,24,2,13,20
2453,24,2,13,21
2454,24,2,13,22
2455,24,2,13,23
2456,24,2,13,24
2457,24,2,13,25
2458,24,2,13,26
2459,24,2,13,27
2460,24,2,13,28
2461,24,2,13,29
2462,24,2,13,30
2463,24,2,13,31
2464,24,2,13,32
2465,24,2,14,1
2466,24,2,14,2
2467,24,2,14,3
2468,24,2,14,4
2469,24,2,14,5
2470,24,2,14,6
2471,24,2,14,7
2472,24,2,14,8
2473,24,2,14,9
2474,24,2,14,10
2475,24,2,14,11
2476,24,2,14,12
2477,24,2,14,13
2478,24,2,14,14
2479,24,2,14,15
2480,24,2,14,16
2481,24,2,14,17
2482,24,2,14,18
2483,24,2,14,19
2484,24,2,14,20
2485,24,2,14,21
2486,24,2,14,22
2487,24,2,14,23
2488,24,2,14,24
2489,24,2,14,25
2490,24,2,14,26
2491,24,2,14,27
2492,24,2,14,28
2493,24,2,14,29
2494,24,2,14,30
2495,24,2,14,31
2496,24,2,14,32
2497,24,2,15,1
2498,24,2,15,2
2499,24,2,15,3
2500,24,2,15,4
2501,24,2,15,5
2502,24,2,15,6
2503,24,2,15,7
2504,24,2,15,8
2505,24,2,15,9
2506,24,2,15,10
2507,24,2,15,11
2508,24,2,15,12
2509,24,2,15,13
2510,24,2,15,14
2511,24,2,15,15
2512,24,2,15,16
2513,24,2,15,17
2514,24,2,15,18
2515,24,2,15,19
2516,24,2,15,20
2517,24,2,15,21
2518,24,2,15,22
2519,24,2,15,23
2520,24,2,15,24
2521,24,2,15,25
2522,24,2,15,26
2523,24,2,15,27
2524,24,2,15,28
2525,24,2,15,29
2526,24,2,15,30
2527,24,2,15,31
2528,24,2,15,32
2529,24,2,16,1
2530,24,2,16,2
2531,24,2,16,3
2532,24,2,16,4
2533,24,2,16,5
2534,24,2,16,6
2535,24,2,16,7
2536,24,2,16,8
2537,24,2,16,9
2538,24,2,16,10
2539,24,2,16,11
2540,24,2,16,12
2541,24,2,16,13
2542,24,2,16,14
2543,24,2,16,15
2544,24,2,16,16
2545,24,2,16,17
2546,24,2,16,18
2547,24,2,16,19
2548,24,2,16,20
2549,24,2,16,21
2550,24,2,16,22
2551,24,2,16,23
2552,24,2,16,24
2553,24,2,16,25
2554,24,2,16,26
2555,24,2,16,27
2556,24,2,16,28
2557,24,2,16,29
2558,24,2,16,30
2559,24,2,16,31
2560,24,2,16,32
2561,24,3,1,1
2562,24,3,1,2
2563,24,3,1,3
2564,24,3,1,4
2565,24,3,1,5
2566,24,3,1,6
2567,24,3,1,7
2568,24,3,1,8
2569,24,3,1,9
2570,24,3,1,10
2571,24,3,1,11
2572,24,3,1,12
2573,24,3,1,13
2574,24,3,1,14
2575,24,3,1,15
2576,24,3,1,16
2577,24,3,1,17
2578,24,3,1,18
2579,24,3,1,19
2580,24,3,1,20
2581,24,3,1,21
2582,24,3,1,22
2583,24,3,1,23
2584,24,3,1,24
2585,24,3,1,25
2586,24,3,1,26
2587,24,3,1,27
2588,24,3,1,28
2589,24,3,1,29
2590,24,3,1,30
2591,24,3,1,31
2592,24,3,1,32
2593,24,3,2,1
2594,24,3,2,2
2595,24,3,2,3
2596,24,3,2,4
2597,24,3,2,5
2598,24,3,2,6
2599,24,3,2,7
2600,24,3,2,8
2601,24,3,2,9
2602,24,3,2,10
2603,24,3,2,11
2604,24,3,2,12
2605,24,3,2,13
2606,24,3,2,14
2607,24,3,2,15
2608,24,3,2,16
2609,24,3,2,17
2610,24,3,2,18
2611,24,3,2,19
2612,24,3,2,20
2613,24,3,2,21
2614,24,3,2,22
2615,24,3,2,23
2616,24,3,2,24
2617,24,3,2,25
2618,24,3,2,26
2619,24,3,2,27
2620,24,3,2,28
2621,24,3,2,29
