"confidence","hypo_step","max_arm_length","num_threads","time","-cost"
34,3,8,7,10345,-72415
24,3,8,7,9222,-64554
14,3,8,7,9109,-63763
64,2,8,7,11940,-83580
54,2,8,7,12125,-84875
44,2,8,7,12071,-84497
34,2,8,7,12649,-88543
24,2,8,7,12219,-85533
14,2,8,7,13182,-92274
64,1,8,7,19398,-135786
54,1,8,7,20403,-142821
44,1,8,7,20625,-144375
34,1,8,7,21178,-148246
24,1,8,7,20533,-143731
14,1,8,7,21475,-150325
64,3,7,7,10238,-71666
54,3,7,7,10088,-70616
44,3,7,7,9504,-66528
34,3,7,7,10368,-72576
24,3,7,7,9635,-67445
14,3,7,7,9455,-66185
64,2,7,7,11353,-79471
54,2,7,7,11194,-78358
44,2,7,7,11140,-77980
34,2,7,7,12382,-86674
24,2,7,7,13023,-91161
14,2,7,7,14044,-98308
64,1,7,7,20638,-144466
54,1,7,7,20967,-146769
44,1,7,7,20131,-140917
34,1,7,7,22006,-154042
24,1,7,7,21731,-152117
14,1,7,7,20277,-141939
64,3,6,7,8369,-58583
54,3,6,7,9468,-66276
44,3,6,7,8602,-60214
34,3,6,7,12446,-87122
24,3,6,7,10032,-70224
14,3,6,7,10192,-71344
64,2,6,7,10670,-74690
54,2,6,7,10895,-76265
44,2,6,7,11243,-78701
34,2,6,7,10775,-75425
24,2,6,7,11416,-79912
14,2,6,7,11870,-83090
64,1,6,7,17831,-124817
54,1,6,7,17812,-124684
44,1,6,7,19071,-133497
34,1,6,7,19173,-134211
24,1,6,7,19123,-133861
14,1,6,7,19383,-135681
64,3,5,7,8144,-57008
54,3,5,7,8446,-59122
44,3,5,7,8598,-60186
34,3,5,7,8661,-60627
24,3,5,7,8971,-62797
14,3,5,7,9624,-67368
64,2,5,7,10691,-74837
54,2,5,7,10823,-75761
44,2,5,7,12380,-86660
34,2,5,7,11291,-79037
24,2,5,7,10976,-76832
14,2,5,7,11641,-81487
64,1,5,7,18913,-132391
54,1,5,7,18096,-126672
44,1,5,7,17721,-124047
34,1,5,7,18267,-127869
24,1,5,7,19306,-135142
14,1,5,7,18586,-130102
64,3,4,7,8208,-57456
54,3,4,7,8212,-57484
44,3,4,7,8066,-56462
34,3,4,7,8448,-59136
24,3,4,7,7846,-54922
14,3,4,7,8745,-61215
64,2,4,7,9915,-69405
54,2,4,7,10149,-71043
44,2,4,7,10635,-74445
34,2,4,7,11435,-80045
24,2,4,7,10557,-73899
14,2,4,7,10796,-75572
64,1,4,7,17454,-122178
54,1,4,7,18048,-126336
44,1,4,7,18271,-127897
34,1,4,7,17797,-124579
24,1,4,7,18382,-128674
14,1,4,7,18941,-132587
64,3,3,7,8391,-58737
54,3,3,7,8762,-61334
44,3,3,7,8850,-61950
34,3,3,7,8281,-57967
24,3,3,7,10001,-70007
14,3,3,7,9191,-64337
64,2,3,7,10366,-72562
54,2,3,7,11029,-77203
44,2,3,7,12254,-85778
34,2,3,7,11786,-82502
24,2,3,7,10227,-71589
14,2,3,7,11115,-77805
64,1,3,7,16544,-115808
54,1,3,7,17860,-125020
44,1,3,7,16911,-118377
34,1,3,7,18166,-127162
24,1,3,7,17399,-121793
14,1,3,7,18630,-130410
64,3,2,7,8287,-58009
54,3,2,7,8533,-59731
44,3,2,7,9692,-67844
34,3,2,7,9119,-63833
24,3,2,7,9283,-64981
14,3,2,7,9846,-68922
64,2,2,7,10978,-76846
54,2,2,7,10703,-74921
44,2,2,7,10019,-70133
34,2,2,7,10401,-72807
24,2,2,7,10628,-74396
14,2,2,7,10955,-76685
64,1,2,7,16635,-116445
54,1,2,7,16305,-114135
44,1,2,7,16637,-116459
34,1,2,7,16919,-118433
24,1,2,7,17730,-124110
14,1,2,7,18602,-130214
64,3,1,7,8046,-56322
54,3,1,7,9202,-64414
44,3,1,7,9452,-66164
34,3,1,7,9961,-69727
24,3,1,7,9276,-64932
14,3,1,7,8057,-56399
64,2,1,7,11169,-78183
54,2,1,7,9455,-66185
44,2,1,7,9209,-64463
34,2,1,7,10430,-73010
24,2,1,7,9467,-66269
14,2,1,7,10082,-70574
64,1,1,7,15719,-110033
54,1,1,7,16524,-115668
44,1,1,7,16442,-115094
34,1,1,7,15846,-110922
24,1,1,7,16264,-113848
14,1,1,7,15431,-108017
64,3,16,6,13802,-82812
54,3,16,6,13261,-79566
44,3,16,6,13716,-82296
34,3,16,6,13442,-80652
24,3,16,6,14750,-88500
14,3,16,6,13070,-78420
64,2,16,6,16524,-99144
54,2,16,6,16652,-99912
44,2,16,6,17431,-104586
34,2,16,6,16467,-98802
24,2,16,6,16247,-97482
14,2,16,6,16540,-99240
64,1,16,6,26349,-158094
54,1,16,6,25731,-154386
44,1,16,6,27102,-162612
34,1,16,6,26115,-156690
24,1,16,6,26347,-158082
14,1,16,6,26683,-160098
64,3,15,6,13482,-80892
54,3,15,6,12753,-76518
44,3,15,6,13140,-78840
34,3,15,6,12968,-77808
24,3,15,6,12736,-76416
14,3,15,6,12700,-76200
64,2,15,6,16509,-99054
54,2,15,6,16853,-101118
44,2,15,6,16598,-99588
34,2,15,6,15975,-95850
24,2,15,6,15800,-94800
14,2,15,6,15550,-93300
64,1,15,6,25872,-155232
54,1,15,6,25607,-153642
44,1,15,6,25714,-154284
34,1,15,6,25655,-153930
24,1,15,6,25680,-154080
14,1,15,6,26610,-159660
64,3,14,6,13102,-78612
54,3,14,6,12653,-75918
44,3,14,6,12980,-77880
34,3,14,6,12987,-77922
24,3,14,6,13407,-80442
14,3,14,6,12582,-75492
64,2,14,6,15606,-93636
54,2,14,6,15546,-93276
44,2,14,6,15608,-93648
34,2,14,6,15629,-93774
24,2,14,6,15712,-94272
14,2,14,6,15731,-94386
64,1,14,6,26217,-157302
54,1,14,6,26906,-161436
44,1,14,6,25746,-154476
34,1,14,6,25783,-154698
24,1,14,6,26159,-156954
14,1,14,6,25975,-155850
64,3,13,6,12425,-74550
54,3,13,6,12142,-72852
44,3,13,6,12215,-73290
34,3,13,6,12072,-72432
24,3,13,6,12576,-75456
14,3,13,6,12283,-73698
64,2,13,6,15412,-92472
54,2,13,6,15475,-92850
44,2,13,6,16378,-98268
34,2,13,6,15999,-95994
24,2,13,6,15931,-95586
14,2,13,6,15514,-93084
64,1,13,6,24188,-145128
54,1,13,6,24239,-145434
44,1,13,6,25234,-151404
34,1,13,6,24782,-148692
24,1,13,6,24845,-149070
14,1,13,6,26247,-157482
64,3,12,6,13314,-79884
54,3,12,6,11851,-71106
44,3,12,6,11774,-70644
34,3,12,6,12800,-76800
24,3,12,6,14820,-88920
14,3,12,6,12018,-72108
64,2,12,6,15188,-91128
54,2,12,6,14602,-87612
44,2,12,6,15206,-91236
34,2,12,6,15791,-94746
24,2,12,6,15148,-90888
14,2,12,6,14934,-89604
64,1,12,6,23295,-139770
54,1,12,6,25020,-150120
44,1,12,6,24242,-145452
34,1,12,6,24973,-149838
24,1,12,6,26314,-157884
14,1,12,6,25688,-154128
64,3,11,6,11539,-69234
54,3,11,6,11410,-68460
44,3,11,6,12047,-72282
34,3,11,6,11606,-69636
24,3,11,6,11747,-70482
14,3,11,6,11420,-68520
64,2,11,6,14431,-86586
54,2,11,6,14559,-87354
44,2,11,6,14987,-89922
34,2,11,6,15138,-90828
24,2,11,6,14853,-89118
14,2,11,6,14784,-88704
64,1,11,6,23873,-143238
54,1,11,6,23600,-141600
44,1,11,6,23776,-142656
34,1,11,6,24815,-148890
24,1,11,6,24263,-145578
14,1,11,6,24815,-148890
64,3,10,6,11442,-68652
54,3,10,6,10970,-65820
44,3,10,6,11726,-70356
34,3,10,6,11263,-67578
24,3,10,6,11178,-67068
14,3,10,6,11187,-67122
64,2,10,6,14140,-84840
54,2,10,6,14210,-85260
44,2,10,6,14222,-85332
34,2,10,6,14361,-86166
24,2,10,6,14348,-86088
14,2,10,6,15082,-90492
64,1,10,6,23658,-141948
54,1,10,6,23131,-138786
44,1,10,6,23191,-139146
34,1,10,6,23790,-142740
24,1,10,6,24155,-144930
14,1,10,6,23917,-143502
64,3,9,6,11350,-68100
54,3,9,6,10701,-64206
44,3,9,6,11977,-71862
34,3,9,6,12407,-74442
24,3,9,6,12294,-73764
14,3,9,6,11348,-68088
64,2,9,6,14073,-84438
54,2,9,6,14041,-84246
44,2,9,6,14317,-85902
34,2,9,6,14345,-86070
24,2,9,6,17191,-103146
14,2,9,6,17146,-102876
64,1,9,6,24516,-147096
54,1,9,6,24002,-144012
44,1,9,6,24700,-148200
34,1,9,6,25947,-155682
24,1,9,6,26370,-158220
14,1,9,6,24479,-146874
64,3,8,6,11034,-66204
54,3,8,6,10790,-64740
44,3,8,6,10419,-62514
34,3,8,6,11305,-67830
24,3,8,6,10962,-65772
14,3,8,6,11441,-68646
64,2,8,6,13107,-78642
54,2,8,6,14174,-85044
44,2,8,6,13841,-83046
34,2,8,6,13981,-83886
24,2,8,6,13449,-80694
14,2,8,6,13994,-83964
64,1,8,6,21648,-129888
54,1,8,6,21973,-131838
44,1,8,6,22716,-136296
34,1,8,6,22170,-133020
24,1,8,6,23786,-142716
14,1,8,6,24181,-145086
64,3,7,6,9669,-58014
54,3,7,6,9695,-58170
44,3,7,6,9859,-59154
34,3,7,6,10133,-60798
24,3,7,6,9875,-59250
14,3,7,6,10436,-62616
64,2,7,6,13639,-81834
54,2,7,6,13255,-79530
44,2,7,6,12605,-75630
34,2,7,6,13109,-78654
24,2,7,6,12992,-77952
14,2,7,6,13037,-78222
64,1,7,6,21120,-126720
54,1,7,6,22209,-133254
44,1,7,6,22283,-133698
34,1,7,6,22479,-134874
24,1,7,6,22080,-132480
14,1,7,6,22589,-135534
64,3,6,6,10010,-60060
54,3,6,6,9467,-56802
44,3,6,6,9667,-58002
34,3,6,6,9873,-59238
24,3,6,6,9706,-58236
14,3,6,6,10326,-61956
64,2,6,6,12461,-74766
54,2,6,6,13517,-81102
44,2,6,6,12285,-73710
34,2,6,6,12579,-75474
24,2,6,6,12438,-74628
14,2,6,6,12932,-77592
64,1,6,6,20642,-123852
54,1,6,6,21133,-126798
44,1,6,6,21474,-128844
34,1,6,6,21735,-130410
24,1,6,6,22618,-135708
14,1,6,6,22702,-136212
64,3,5,6,11012,-66072
54,3,5,6,9197,-55182
44,3,5,6,9500,-57000
34,3,5,6,9411,-56466
24,3,5,6,10127,-60762
14,3,5,6,9421,-56526
64,2,5,6,11955,-71730
54,2,5,6,11910,-71460
44,2,5,6,12097,-72582
34,2,5,6,12374,-74244
24,2,5,6,12379,-74274
14,2,5,6,12774,-76644
64,1,5,6,20212,-121272
54,1,5,6,20237,-121422
44,1,5,6,21061,-126366
34,1,5,6,21524,-129144
24,1,5,6,21378,-128268
14,1,5,6,21722,-130332
64,3,4,6,8398,-50388
54,3,4,6,9521,-57126
44,3,4,6,9569,-57414
34,3,4,6,9052,-54312
24,3,4,6,8936,-53616
14,3,4,6,9425,-56550
64,2,4,6,11625,-69750
54,2,4,6,11725,-70350
44,2,4,6,11510,-69060
34,2,4,6,11865,-71190
24,2,4,6,11926,-71556
14,2,4,6,12023,-72138
64,1,4,6,20272,-121632
54,1,4,6,19932,-119592
44,1,4,6,19997,-119982
34,1,4,6,20234,-121404
24,1,4,6,21180,-127080
14,1,4,6,20808,-124848
64,3,3,6,8716,-52296
54,3,3,6,9341,-56046
44,3,3,6,9067,-54402
34,3,3,6,8625,-51750
24,3,3,6,9890,-59340
14,3,3,6,9680,-58080
64,2,3,6,10979,-65874
54,2,3,6,11030,-66180
44,2,3,6,11244,-67464
34,2,3,6,11555,-69330
24,2,3,6,11688,-70128
14,2,3,6,12740,-76440
64,1,3,6,19264,-115584
54,1,3,6,20287,-121722
44,1,3,6,19356,-116136
34,1,3,6,19487,-116922
24,1,3,6,20227,-121362
14,1,3,6,21022,-126132
64,3,2,6,8689,-52134
54,3,2,6,8191,-49146
44,3,2,6,8750,-52500
34,3,2,6,8187,-49122
24,3,2,6,8653,-51918
14,3,2,6,8821,-52926
64,2,2,6,11042,-66252
54,2,2,6,10372,-62232
44,2,2,6,10758,-64548
34,2,2,6,11690,-70140
24,2,2,6,11996,-71976
14,2,2,6,11883,-71298
64,1,2,6,18906,-113436
54,1,2,6,19313,-115878
44,1,2,6,18640,-111840
34,1,2,6,19011,-114066
24,1,2,6,19673,-118038
14,1,2,6,19546,-117276
64,3,1,6,8890,-53340
54,3,1,6,10006,-60036
44,3,1,6,8542,-51252
34,3,1,6,9337,-56022
24,3,1,6,10042,-60252
14,3,1,6,10262,-61572
64,2,1,6,11743,-70458
54,2,1,6,11678,-70068
44,2,1,6,10569,-63414
34,2,1,6,10254,-61524
24,2,1,6,11003,-66018
14,2,1,6,11557,-69342
64,1,1,6,18021,-108126
54,1,1,6,17911,-107466
44,1,1,6,18285,-109710
34,1,1,6,18843,-113058
24,1,1,6,17996,-107976
14,1,1,6,18452,-110712
64,3,16,5,15361,-76805
54,3,16,5,15460,-77300
44,3,16,5,15713,-78565
34,3,16,5,15519,-77595
24,3,16,5,15093,-75465
14,3,16,5,14868,-74340
64,2,16,5,19253,-96265
54,2,16,5,19423,-97115
44,2,16,5,19455,-97275
34,2,16,5,19587,-97935
24,2,16,5,19782,-98910
14,2,16,5,19689,-98445
64,1,16,5,32748,-163740
54,1,16,5,31473,-157365
44,1,16,5,30740,-153700
34,1,16,5,31280,-156400
24,1,16,5,31436,-157180
14,1,16,5,31757,-158785
64,3,15,5,16210,-81050
54,3,15,5,16063,-80315
44,3,15,5,16140,-80700
34,3,15,5,15385,-76925
24,3,15,5,15177,-75885
14,3,15,5,15004,-75020
64,2,15,5,19304,-96520
54,2,15,5,19005,-95025
44,2,15,5,19524,-97620
34,2,15,5,19571,-97855
24,2,15,5,19408,-97040
14,2,15,5,19463,-97315
64,1,15,5,31194,-155970
54,1,15,5,31402,-157010
44,1,15,5,32313,-161565
34,1,15,5,32021,-160105
24,1,15,5,30638,-153190
14,1,15,5,31524,-157620
64,3,14,5,14732,-73660
54,3,14,5,14567,-72835
44,3,14,5,14531,-72655
34,3,14,5,14668,-73340
24,3,14,5,14631,-73155
14,3,14,5,14334,-71670
64,2,14,5,18186,-90930
54,2,14,5,18520,-92600
44,2,14,5,18420,-92100
34,2,14,5,18732,-93660
24,2,14,5,19045,-95225
14,2,14,5,19658,-98290
64,1,14,5,29742,-148710
54,1,14,5,29816,-149080
44,1,14,5,29340,-146700
34,1,14,5,29693,-148465
24,1,14,5,30682,-153410
14,1,14,5,31317,-156585
64,3,13,5,14951,-74755
54,3,13,5,14819,-74095
44,3,13,5,14776,-73880
34,3,13,5,15029,-75145
24,3,13,5,14400,-72000
14,3,13,5,13697,-68485
64,2,13,5,18565,-92825
54,2,13,5,18359,-91795
44,2,13,5,17967,-89835
34,2,13,5,17979,-89895
24,2,13,5,17904,-89520
14,2,13,5,18632,-93160
64,1,13,5,28760,-143800
54,1,13,5,29560,-147800
44,1,13,5,30674,-153370
34,1,13,5,29932,-149660
24,1,13,5,31339,-156695
14,1,13,5,29863,-149315
64,3,12,5,14520,-72600
54,3,12,5,14744,-73720
44,3,12,5,14478,-72390
34,3,12,5,14185,-70925
24,3,12,5,13881,-69405
14,3,12,5,14003,-70015
64,2,12,5,18110,-90550
54,2,12,5,17828,-89140
44,2,12,5,18439,-92195
34,2,12,5,18345,-91725
24,2,12,5,17608,-88040
14,2,12,5,17633,-88165
64,1,12,5,29390,-146950
54,1,12,5,28966,-144830
44,1,12,5,29468,-147340
34,1,12,5,29733,-148665
24,1,12,5,29849,-149245
14,1,12,5,30053,-150265
64,3,11,5,13475,-67375
54,3,11,5,13566,-67830
44,3,11,5,13777,-68885
34,3,11,5,13041,-65205
24,3,11,5,13177,-65885
14,3,11,5,13165,-65825
64,2,11,5,17279,-86395
54,2,11,5,17702,-88510
44,2,11,5,16946,-84730
34,2,11,5,17100,-85500
24,2,11,5,17038,-85190
14,2,11,5,16897,-84485
64,1,11,5,27318,-136590
54,1,11,5,27441,-137205
44,1,11,5,28896,-144480
34,1,11,5,28218,-141090
24,1,11,5,28585,-142925
14,1,11,5,29014,-145070
64,3,10,5,13042,-65210
54,3,10,5,12933,-64665
44,3,10,5,13012,-65060
34,3,10,5,12978,-64890
24,3,10,5,13777,-68885
14,3,10,5,14409,-72045
64,2,10,5,16382,-81910
54,2,10,5,16647,-83235
44,2,10,5,16497,-82485
34,2,10,5,16793,-83965
24,2,10,5,16567,-82835
14,2,10,5,17170,-85850
64,1,10,5,28033,-140165
54,1,10,5,26553,-132765
44,1,10,5,28167,-140835
34,1,10,5,28160,-140800
24,1,10,5,29070,-145350
14,1,10,5,28930,-144650
64,3,9,5,12552,-62760
54,3,9,5,12502,-62510
44,3,9,5,12834,-64170
34,3,9,5,12971,-64855
24,3,9,5,12981,-64905
14,3,9,5,12440,-62200
64,2,9,5,15766,-78830
54,2,9,5,16463,-82315
44,2,9,5,16001,-80005
34,2,9,5,16198,-80990
24,2,9,5,16386,-81930
14,2,9,5,16978,-84890
64,1,9,5,26404,-132020
54,1,9,5,26917,-134585
44,1,9,5,27281,-136405
34,1,9,5,27549,-137745
24,1,9,5,27571,-137855
14,1,9,5,28673,-143365
64,3,8,5,12380,-61900
54,3,8,5,11979,-59895
44,3,8,5,12117,-60585
34,3,8,5,12637,-63185
24,3,8,5,12214,-61070
14,3,8,5,12245,-61225
64,2,8,5,15302,-76510
54,2,8,5,15293,-76465
44,2,8,5,16424,-82120
34,2,8,5,17071,-85355
24,2,8,5,16748,-83740
14,2,8,5,16851,-84255
64,1,8,5,26907,-134535
54,1,8,5,27175,-135875
44,1,8,5,26547,-132735
34,1,8,5,26532,-132660
24,1,8,5,28529,-142645
14,1,8,5,27388,-136940
64,3,7,5,11257,-56285
54,3,7,5,11336,-56680
44,3,7,5,12162,-60810
34,3,7,5,12096,-60480
24,3,7,5,12780,-63900
14,3,7,5,12407,-62035
64,2,7,5,15252,-76260
54,2,7,5,15651,-78255
44,2,7,5,15558,-77790
34,2,7,5,15739,-78695
24,2,7,5,15740,-78700
14,2,7,5,15272,-76360
64,1,7,5,25853,-129265
54,1,7,5,25893,-129465
44,1,7,5,27230,-136150
34,1,7,5,26413,-132065
24,1,7,5,26817,-134085
14,1,7,5,27224,-136120
64,3,6,5,11442,-57210
54,3,6,5,11174,-55870
44,3,6,5,11188,-55940
34,3,6,5,11260,-56300
24,3,6,5,11718,-58590
14,3,6,5,11652,-58260
64,2,6,5,14586,-72930
54,2,6,5,14335,-71675
44,2,6,5,14708,-73540
34,2,6,5,14388,-71940
24,2,6,5,15876,-79380
14,2,6,5,14849,-74245
64,1,6,5,24217,-121085
54,1,6,5,24338,-121690
44,1,6,5,24934,-124670
34,1,6,5,25827,-129135
24,1,6,5,25944,-129720
14,1,6,5,26746,-133730
64,3,5,5,10592,-52960
54,3,5,5,11069,-55345
44,3,5,5,10508,-52540
34,3,5,5,10836,-54180
24,3,5,5,11131,-55655
14,3,5,5,10948,-54740
64,2,5,5,13989,-69945
54,2,5,5,13908,-69540
44,2,5,5,15296,-76480
34,2,5,5,14370,-71850
24,2,5,5,14710,-73550
14,2,5,5,15153,-75765
64,1,5,5,24957,-124785
54,1,5,5,24390,-121950
44,1,5,5,25800,-129000
34,1,5,5,26060,-130300
24,1,5,5,26092,-130460
14,1,5,5,26910,-134550
64,3,4,5,11118,-55590
54,3,4,5,10755,-53775
44,3,4,5,10362,-51810
34,3,4,5,11135,-55675
24,3,4,5,11372,-56860
14,3,4,5,11501,-57505
64,2,4,5,14772,-73860
54,2,4,5,14356,-71780
44,2,4,5,13678,-68390
34,2,4,5,13999,-69995
24,2,4,5,14173,-70865
14,2,4,5,15017,-75085
64,1,4,5,23675,-118375
54,1,4,5,24322,-121610
44,1,4,5,23632,-118160
34,1,4,5,24307,-121535
24,1,4,5,26110,-130550
14,1,4,5,26800,-134000
64,3,3,5,10484,-52420
54,3,3,5,10500,-52500
44,3,3,5,9946,-49730
34,3,3,5,10566,-52830
24,3,3,5,11321,-56605
14,3,3,5,11303,-56515
64,2,3,5,13368,-66840
54,2,3,5,12929,-64645
44,2,3,5,13143,-65715
34,2,3,5,13569,-67845
24,2,3,5,14307,-71535
14,2,3,5,15984,-79920
64,1,3,5,23013,-115065
54,1,3,5,23538,-117690
44,1,3,5,23570,-117850
34,1,3,5,23986,-119930
24,1,3,5,25752,-128760
14,1,3,5,25310,-126550
64,3,2,5,10963,-54815
54,3,2,5,10688,-53440
44,3,2,5,10719,-53595
34,3,2,5,11091,-55455
24,3,2,5,11321,-56605
14,3,2,5,11358,-56790
64,2,2,5,14062,-70310
54,2,2,5,13402,-67010
44,2,2,5,14692,-73460
34,2,2,5,13664,-68320
24,2,2,5,13222,-66110
14,2,2,5,15126,-75630
64,1,2,5,22596,-112980
54,1,2,5,23520,-117600
44,1,2,5,23003,-115015
34,1,2,5,23578,-117890
24,1,2,5,23778,-118890
14,1,2,5,23315,-116575
64,3,1,5,9933,-49665
54,3,1,5,11106,-55530
44,3,1,5,9105,-45525
34,3,1,5,9832,-49160
24,3,1,5,10635,-53175
14,3,1,5,10200,-51000
64,2,1,5,11940,-59700
54,2,1,5,12965,-64825
44,2,1,5,12294,-61470
34,2,1,5,12088,-60440
24,2,1,5,13194,-65970
14,2,1,5,12009,-60045
64,1,1,5,22764,-113820
54,1,1,5,21727,-108635
44,1,1,5,21889,-109445
34,1,1,5,21451,-107255
24,1,1,5,21424,-107120
14,1,1,5,21845,-109225
64,3,16,4,19964,-79856
54,3,16,4,19525,-78100
44,3,16,4,18987,-75948
34,3,16,4,19245,-76980
24,3,16,4,18724,-74896
14,3,16,4,17808,-71232
64,2,16,4,24483,-97932
54,2,16,4,23205,-92820
44,2,16,4,23115,-92460
34,2,16,4,24197,-96788
24,2,16,4,23394,-93576
14,2,16,4,23169,-92676
64,1,16,4,37972,-151888
54,1,16,4,37172,-148688
44,1,16,4,37427,-149708
34,1,16,4,39219,-156876
24,1,16,4,39092,-156368
14,1,16,4,39542,-158168
64,3,15,4,18479,-73916
54,3,15,4,18433,-73732
44,3,15,4,18756,-75024
34,3,15,4,18143,-72572
24,3,15,4,17338,-69352
14,3,15,4,17554,-70216
64,2,15,4,23082,-92328
54,2,15,4,23989,-95956
44,2,15,4,24340,-97360
34,2,15,4,23221,-92884
24,2,15,4,24351,-97404
14,2,15,4,23025,-92100
64,1,15,4,37617,-150468
54,1,15,4,38256,-153024
44,1,15,4,36245,-144980
34,1,15,4,37551,-150204
24,1,15,4,37867,-151468
14,1,15,4,38365,-153460
64,3,14,4,18951,-75804
54,3,14,4,18096,-72384
44,3,14,4,18799,-75196
34,3,14,4,17667,-70668
24,3,14,4,18240,-72960
14,3,14,4,17450,-69800
64,2,14,4,22663,-90652
54,2,14,4,22362,-89448
44,2,14,4,21836,-87344
34,2,14,4,21967,-87868
24,2,14,4,23055,-92220
14,2,14,4,22070,-88280
64,1,14,4,35062,-140248
54,1,14,4,35969,-143876
44,1,14,4,36630,-146520
34,1,14,4,38042,-152168
24,1,14,4,36957,-147828
14,1,14,4,36173,-144692
64,3,13,4,18136,-72544
54,3,13,4,18211,-72844
44,3,13,4,17191,-68764
34,3,13,4,17369,-69476
24,3,13,4,17937,-71748
14,3,13,4,17335,-69340
64,2,13,4,22237,-88948
54,2,13,4,23019,-92076
44,2,13,4,23205,-92820
34,2,13,4,22652,-90608
24,2,13,4,23228,-92912
14,2,13,4,22794,-91176
64,1,13,4,36964,-147856
54,1,13,4,35926,-143704
44,1,13,4,36334,-145336
34,1,13,4,36855,-147420
24,1,13,4,36304,-145216
14,1,13,4,38252,-153008
64,3,12,4,17532,-70128
54,3,12,4,16772,-67088
44,3,12,4,17075,-68300
34,3,12,4,16933,-67732
24,3,12,4,17816,-71264
14,3,12,4,17054,-68216
64,2,12,4,21776,-87104
54,2,12,4,22350,-89400
44,2,12,4,22922,-91688
34,2,12,4,21816,-87264
24,2,12,4,22657,-90628
14,2,12,4,23780,-95120
64,1,12,4,36801,-147204
54,1,12,4,36639,-146556
44,1,12,4,35996,-143984
34,1,12,4,36332,-145328
24,1,12,4,36277,-145108
14,1,12,4,36625,-146500
64,3,11,4,16691,-66764
54,3,11,4,16862,-67448
44,3,11,4,16904,-67616
34,3,11,4,16734,-66936
24,3,11,4,16546,-66184
14,3,11,4,17136,-68544
64,2,11,4,20360,-81440
54,2,11,4,21397,-85588
44,2,11,4,21759,-87036
34,2,11,4,22342,-89368
24,2,11,4,22480,-89920
14,2,11,4,22294,-89176
64,1,11,4,35360,-141440
54,1,11,4,35599,-142396
44,1,11,4,34594,-138376
34,1,11,4,35767,-143068
24,1,11,4,35803,-143212
14,1,11,4,35749,-142996
64,3,10,4,16160,-64640
54,3,10,4,15182,-60728
44,3,10,4,15604,-62416
34,3,10,4,16157,-64628
24,3,10,4,16063,-64252
14,3,10,4,15977,-63908
64,2,10,4,21642,-86568
54,2,10,4,20448,-81792
44,2,10,4,21215,-84860
34,2,10,4,20990,-83960
24,2,10,4,20677,-82708
14,2,10,4,19869,-79476
64,1,10,4,32353,-129412
54,1,10,4,33147,-132588
44,1,10,4,34306,-137224
34,1,10,4,34740,-138960
24,1,10,4,34385,-137540
14,1,10,4,36951,-147804
64,3,9,4,15824,-63296
54,3,9,4,15400,-61600
44,3,9,4,15914,-63656
34,3,9,4,15468,-61872
24,3,9,4,15322,-61288
14,3,9,4,15643,-62572
64,2,9,4,19353,-77412
54,2,9,4,20596,-82384
44,2,9,4,19503,-78012
34,2,9,4,19147,-76588
24,2,9,4,20120,-80480
14,2,9,4,21066,-84264
64,1,9,4,34554,-138216
54,1,9,4,32616,-130464
44,1,9,4,33170,-132680
34,1,9,4,33133,-132532
24,1,9,4,35181,-140724
14,1,9,4,36845,-147380
64,3,8,4,14261,-57044
54,3,8,4,14629,-58516
44,3,8,4,14849,-59396
34,3,8,4,14670,-58680
24,3,8,4,15640,-62560
14,3,8,4,14890,-59560
64,2,8,4,19615,-78460
54,2,8,4,19448,-77792
44,2,8,4,19802,-79208
34,2,8,4,19241,-76964
24,2,8,4,19344,-77376
14,2,8,4,19180,-76720
64,1,8,4,31358,-125432
54,1,8,4,33627,-134508
44,1,8,4,34581,-138324
34,1,8,4,34806,-139224
24,1,8,4,33902,-135608
14,1,8,4,34254,-137016
64,3,7,4,14656,-58624
54,3,7,4,14793,-59172
44,3,7,4,14431,-57724
34,3,7,4,13944,-55776
24,3,7,4,14310,-57240
14,3,7,4,17858,-71432
64,2,7,4,19017,-76068
54,2,7,4,19509,-78036
44,2,7,4,20253,-81012
34,2,7,4,21283,-85132
24,2,7,4,19347,-77388
14,2,7,4,20145,-80580
64,1,7,4,30708,-122832
54,1,7,4,32230,-128920
44,1,7,4,32054,-128216
34,1,7,4,34711,-138844
24,1,7,4,34266,-137064
14,1,7,4,34240,-136960
64,3,6,4,14085,-56340
54,3,6,4,13239,-52956
44,3,6,4,13656,-54624
34,3,6,4,13516,-54064
24,3,6,4,13565,-54260
14,3,6,4,13995,-55980
64,2,6,4,18969,-75876
54,2,6,4,18906,-75624
44,2,6,4,18519,-74076
34,2,6,4,18462,-73848
24,2,6,4,18906,-75624
14,2,6,4,18885,-75540
64,1,6,4,31123,-124492
54,1,6,4,31200,-124800
44,1,6,4,31986,-127944
34,1,6,4,31863,-127452
24,1,6,4,31645,-126580
14,1,6,4,33284,-133136
64,3,5,4,12534,-50136
54,3,5,4,12731,-50924
44,3,5,4,12881,-51524
34,3,5,4,13326,-53304
24,3,5,4,14127,-56508
14,3,5,4,14059,-56236
64,2,5,4,17558,-70232
54,2,5,4,17925,-71700
44,2,5,4,17769,-71076
34,2,5,4,18174,-72696
24,2,5,4,16980,-67920
14,2,5,4,18267,-73068
64,1,5,4,30397,-121588
54,1,5,4,29910,-119640
44,1,5,4,30330,-121320
34,1,5,4,31370,-125480
